	unit	allowed_users	tissue	measurement_type	access	raw_pk	interventions	substance	calculated	group_count	group_name	group_pk	mean	individual_name	individual_pk	value	timecourse_pk	time_unit	time	se	cv	sd	pharmacokinetics	figure	min	max	median	measurement_type_intervention	access_intervention	allowed_users_intervention	raw_pk_intervention	substance_intervention	application	route	unit_intervention	value_intervention	form	time_intervention	time_unit_intervention	choice	sd_intervention	max_intervention	min_intervention	study	subject_pk	subject_name	('general', 'group_pk')	('species', 'choice')	('species', 'count')	('sex', 'choice')	('sex', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'max')	('age', 'mean')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('weight', 'count')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('smoking', 'choice')	('smoking', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('height', 'count')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'unit')	('bmi', 'count')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'unit')	('gfr', 'count')	('gfr', 'mean')	('gfr', 'sd')	('gfr', 'unit')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('abstinence medication', 'count')	('abstinence medication', 'min')	('abstinence medication', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'median')	('body surface area', 'min')	('body surface area', 'unit')	('body surface area', 'value')	('concentration', 'count')	('concentration', 'min')	('concentration', 'substance')	('concentration', 'unit')	('concentration', 'value')	('disease', 'choice')	('disease', 'count')	('disease', 'unit')	('disease', 'value')	('liver function test', 'choice')	('liver function test', 'count')	('biochemistry (categorial)', 'choice')	('biochemistry (categorial)', 'count')	('biochemistry (categorial)', 'substance')	('abstinence alcohol', 'count')	('abstinence alcohol', 'min')	('abstinence alcohol', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('age (categorial)', 'choice')	('age (categorial)', 'count')	('clearance', 'count')	('clearance', 'max')	('clearance', 'min')	('clearance', 'substance')	('clearance', 'unit')	('clearance', 'value')	('fasting (duration)', 'count')	('fasting (duration)', 'min')	('fasting (duration)', 'unit')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'substance')	('abstinence', 'unit')	('liver volume', 'count')	('liver volume', 'mean')	('liver volume', 'se')	('liver volume', 'unit')	('weight (categorial)', 'choice')	('weight (categorial)', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'min')	('obesity index', 'unit')	('pregnancy status', 'choice')	('pregnancy status', 'count')	('fasting', 'choice')	('fasting', 'count')	('kidney function test', 'choice')	('kidney function test', 'count')	('body position', 'choice')	('body position', 'count')	('amount', 'count')	('amount', 'substance')	('amount', 'unit')	('amount', 'value')
49	liter / hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	clearance	public	1895	104	1-hydroxymidazolam	False					p01	184.0	39.6												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	102	1-hydroxymidazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Mandema1992	184	p01	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	64.0			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
50	liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	vd_ss	public	1892	103	midazolam	False					p01	184.0	94.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	184	p01	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	64.0			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
51	dimensionless	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	fraction_unbound	public	1894	103	midazolam	False					p01	184.0	0.0209												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	184	p01	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	64.0			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
52	liter / hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	clearance	public	1891	103	midazolam	False					p01	184.0	36.1												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	184	p01	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	64.0			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
53	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	thalf	public	1893	103	midazolam	False					p01	184.0	1.95												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	184	p01	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	64.0			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
54	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	cmax	public	1959	106	1-hydroxymidazolam	False					p01	184.0	3.6e-06												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	184	p01	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	64.0			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
55	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	cmax	public	1956	106	midazolam	False					p01	184.0	6.3e-06												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	184	p01	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	64.0			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
56	dimensionless	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	bioavailability	public	1957	106	midazolam	False					p01	184.0	0.14												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	184	p01	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	64.0			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
57	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	tmax	public	1955	106	midazolam	False					p01	184.0	0.41700000000000004												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	184	p01	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	64.0			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
58	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	tmax	public	1958	106	1-hydroxymidazolam	False					p01	184.0	0.75												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	184	p01	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	64.0			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
59	liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	vd_ss	public	1920	104	1-hydroxymidazolam	False					p04	187.0	52.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	102	1-hydroxymidazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
60	dimensionless	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	fraction_unbound	public	1922	104	1-hydroxymidazolam	False					p04	187.0	0.10099999999999999												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	102	1-hydroxymidazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
61	liter / hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	clearance	public	1919	104	1-hydroxymidazolam	False					p04	187.0	42.2												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	102	1-hydroxymidazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
62	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	thalf	public	1921	104	1-hydroxymidazolam	False					p04	187.0	0.9670000000000001												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	102	1-hydroxymidazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
63	dimensionless	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	fraction_unbound	public	1918	103	midazolam	False					p04	187.0	0.0221												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
64	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	thalf	public	1917	103	midazolam	False					p04	187.0	1.1												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
65	liter / hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	clearance	public	1915	103	midazolam	False					p04	187.0	28.6												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
66	liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	vd_ss	public	1916	103	midazolam	False					p04	187.0	40.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
67	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	tmax	public	1973	106	1-hydroxymidazolam	False					p04	187.0	1.07												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
68	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	tmax	public	1970	106	midazolam	False					p04	187.0	1.07												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
69	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	cmax	public	1971	106	midazolam	False					p04	187.0	2.8000000000000003e-05												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
70	dimensionless	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	bioavailability	public	1972	106	midazolam	False					p04	187.0	0.21												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
71	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	cmax	public	1974	106	1-hydroxymidazolam	False					p04	187.0	1.2e-05												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	187	p04	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.8			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
72	liter / hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	clearance	public	1935	104	1-hydroxymidazolam	False					p06	189.0	42.5												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	102	1-hydroxymidazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
73	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	thalf	public	1937	104	1-hydroxymidazolam	False					p06	189.0	1.15												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	102	1-hydroxymidazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
74	liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	vd_ss	public	1936	104	1-hydroxymidazolam	False					p06	189.0	63.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	102	1-hydroxymidazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
75	dimensionless	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	fraction_unbound	public	1938	104	1-hydroxymidazolam	False					p06	189.0	0.12300000000000001												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	102	1-hydroxymidazolam	single dose	iv	gram / kilogram	0.00015	solution	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
76	liter / hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	clearance	public	1931	103	midazolam	False					p06	189.0	36.7												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
77	liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	vd_ss	public	1932	103	midazolam	False					p06	189.0	46.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
78	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	thalf	public	1933	103	midazolam	False					p06	189.0	1.02												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
79	dimensionless	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	fraction_unbound	public	1934	103	midazolam	False					p06	189.0	0.0248												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	101	midazolam	single dose	iv	gram / kilogram	0.0001	solution	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
80	hour	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	tmax	public	1983	106	1-hydroxymidazolam	False					p06	189.0	1.03												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
81	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	cmax	public	1984	106	1-hydroxymidazolam	False					p06	189.0	4.3e-06												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
82	gram / liter	[{'username': 'mkoenig'}, {'username': 'yduport'}]	plasma	cmax	public	1981	106	midazolam	False					p06	189.0	6e-06												dosing	public	[{'username': 'mkoenig'}, {'username': 'yduport'}]	105	midazolam	single dose	oral	gram	0.0075	tablet	0.0	hr					Mandema1992	189	p06	24	homo sapiens	8	('M', 'F')	(4, 4)	Y	8.0	8.0		22.0		1.0		yr		1.0							kilogram	72.2			Y	8.0	N	8																																												8.0	0.33299999999999996	day														8.0	0.33299999999999996	caffeine	day																						
